ID,Text_Input
397,My manager is a very tell vs ask kind of person. I find that he delegates good responsibilities to people including myself that aren't supposed to take on such tasks. He doesn't develop he just tells you what you've done wrong without guidance. I was surpised at that coming here. I thought this would be better in this company but I guess not. This surpassed me.
398,"My leader really teaches me a lot. I am given the utmost respect from my leader, as they consider me an equal. My leader treats everybody the same. We are all equals in the working environment, which is very important. Sometimes in other workplaces, peopl are alienated and treated badly, but here everyone a nice and has a common goal. We work as a team and do everything as a team. It is very nice working with my team leader. I am also looking forward to a promotion soon so all in all I am very happy with y job."
399,"Working relationship with my leader is cordial. My manager has great confidence in my capabilities and trying to bank upon the same to supplement & show cause his contribution in the organisation. For my efforts do I get returns in the form of increments nd promotions. But there is no significant coaching or developmental support from my manager. He respects my ability to demonstrate my capabilities, but can not expect personal respect or reciprocating professional response. My manager is actually an oppotunistic, he plays his card & tries to bank upon the weakness of his subordinates. Since it his character, his approach is more or less same towards all co-workers."
400,"My manager gives me very little coaching. The culture at my job is pretty much let everyone do their own thing. He shows his respect for me by always being fine with any needs I may have, for example, time-off needs, or ergonomic equipment needs. He also hanks me on days that I stay overtime to show that my extra efforts are valued. His relationships with my co-workers are pretty much in the same ballpark. They pretty much do their own thing and he allows it as long as they don't make major mistakes. He tanks them occasionally as well."
401,"My manager is so professional and have a great humanitarian personality. He is a real leader that leads me through a new ways not through do and don't. He is a great coach that I learn a lot from him. He is respects me and very understandable, he is alway putting himself in my shoes. He is great manager with everyone not only me and he is a fain manager. He is the manager that everyone like to be his manager. He never listen to anybody talking behind other's back which shows how much he is a respected manger, and even he let all solve their issues together under his supervision."
402,"He provides very little coaching and development, he expects us to understand what he wants without any direction. He also will constantly change his mind on the direction of a project. There have been many times he has asked us to change work even thoughwe completed the task as directed by him. There has even been a few time where were change projects multiple times, only for the project to turn into the original submission to him. He doesn't show he respects anyone. He treats us all similar, the only imortant thing at work is the bottom line. If we aren't meeting it, no mater who is at fault for it, it will be us who has the consequences."
403,"My leader is the one who teaches all new employees when we first start at the company. She goes out of her way to give us the training we all need, to ensure the job is done correctly.  She is never rude or mean, which is rare in this industry. I have nevr seen her get publicly angry with any of her employees, and she does go out of her way to make sure if there are issue that they stay within the organization and aren't gossiped about.  My coworkers would probably agree with me on this, they've all said he's a great boss and someone easy to work with."
404,"My leader at work offers any coaching and development that I think I might need.  This includes paying for me to go to any classes, or seminars.  My leader gives me advice on situations when she thinks that it could help make my job easier, or help me in  situation.

My leader shows respect to me by letting me do my work with little supervision.  My leader trusts me to get the job done correctly and on time without her having to checkup on me.  She also trusts my opinion when asked for.

I would say that y relationship is a little closer with my leader than some other employees.  I think that a lot of it is that I have proved myself and I have been working here for 14 years."
405,My leader is just concerned of his work n how is work should be done .he is not concerned how we work hard n how much contribution each ones of us give .he is just worried about his work n onces is work is done he is happy .he is not happy with the effortwe give n who has done more work n who has done less work he just need his work .he be in touch Just to complete his work n he is not concerned with our problem .he will respect you till his work his happening later he wl not react .the relationship betwen us is jusf work related .
406,My relationship with my leader for the most part is generally positive. We have weekly scheduled meetings to discuss progress on our division's projects and goals and have an open discussion about ideas we have about what we can be doing differently.  My eader shows respect by being respectful and genuinely listening and responding to everything I say when we have discussions. In the end my boss's whims will usually trump my own and that sometimes results in my ideas being shut down but I am not overly pu off by that as I feel that is his prerogative as the boss. He also treats all of my co-workers the same and equally.
407,"I have a very good relationship with my manager. However, it is a unique situation. We are the only two employees at this particular location. Our desks are about ten feet apart and we talk freely on a daily basis. Fortunately, we get along very well or i would it would be difficult to work together. Though he has more responsibility we both have the same level of expertise and training on most aspects of our jobs. If a situation arises where I am not sure what to do I know he would help me figure it out,if asked."
408,"My leader provides as much coaching towards my position and duties as possible. She doesn't belittle anything done by those in our department, and provides encouragement and support through the tasks and engagement with the rest of the organization. She sows respect by communicating and providing a great deal of understanding with any issue that presents itself, in work or personal life. She makes a point to take time to discuss any issue or accomplishment. My relationship with her seems to be slightly diferent than my coworkers' relationships with her -- I work more closely to her than they do. They perceive her to be more difficult to work with than I do."
409,"I think morale is very important, we need to be treated with respect to leadership and staff, adding a lot of knowledge, creativity and positive respect the opinions of others. Compliance with the provisions of the company to work on time. There is creatiity, promoting the independence of each individual. Do not use power to intimidate others, not to speak ill of colleagues, and take action when encountering problems. Building credibility and accountability to the people. Actively study and learn the progess of science and technology. Help colleagues in trouble at work. Build unity among colleagues and called on people to join"
410,"I have a good relationship with my manager. I often talk with him about my job. With the help of him, I can solve many work related problems. He respect all coworkers equally. He often provide some training and interpersonal skills. When we are not able t do some work he help us to solve it. My other coworkers also give him more respect. Our team have good coordination and best leader. We always complete our work on given time. So I have a good team leader with supportive nature. My coworkers have very god and positive opinion about my manager."
411,"I've been at the company longer than my leader and know the job better, therefore I guide him, not the other way around. He follows my lead and defers to my judgment in most instances of day-to-day team management. He handles complaints and disciplinary ations, while I essentially run the rest of the business. We're a small office so we all pitch in to help each other out. Our unit is tight-knit, we socialise during and after work, and we run very effectively because we know each others' strengths and weanesses and work together to get the job done. Compared to our head office, it feels very us against them."
412,"My relationship with my leader isn't very strong. The leader is very distant and has many responsibilities that keep him busy. Likewise, he has a great many people working for him, so he is unlikely to know anyone personally who works at my level. The leaer is a great role model and provides an example for his workers to emulate, but he is not otherwise involved in our daily lives in any meaningful way. He is a figurehead more than a 'boss'. He does make decisions that affect us, which bothers me since hedoes not know us very well, but that's the nature of the structure of our organization."
413,"1) My leader gives me coaching on projects when I ask for ideas or clarification.He takes input from me about what i want to do in training and looks for ideas on how I can do it the following year. 
2) He is respectful if he has negative feedback and givs me positive feedback too. He passes on what our final customer has said. I have family demands that require me to need time off, sometimes with little notice. He has been accommodating and has not made that an issue.
3) It appears that my leader speaks o others in our group respectfully for the most part. There is one guy in our group that he gets frustrated with at times. He shows his frustration, but doesn't get to yelling."
414,My leader coaches me once a month to show me how I can improve. If I make any mistakes during the period between that he kindly helps me. I really feel like he is my equal even with the monthly evaluation which means a lot. I'd say it's like we're friends
415,My relationship with my leader is good.   My leader helps me whenever I have an issue with my work or need guidance.   They are willing to listen.   They do not take a bad tone with me and are willing to show me how to avoid and issue or handle an issue. I have a much better relationship with my leader because I respect my leader.
416,"Our relationship is great. He's my cousin so I've known him a long time. He helps me get training material from websites, which is helpful,. I think he respects me a lot.  He shows me that he respects me because I have a lot of leeway. We all get along wel."
417,I think that the working relationship with my manager is quite good. When I need help he is always willing to do what he can to help me. He is also flexible with me when I need time off from work or when I need to leave early or come in late. I would say hat we have a pretty good relationship.
418,My manager gave me a decent amount of training on how to landscape and put down sod. He respects me by always complimented on my good work. My relationship is better than my coworkers because I've been working with him for 10 years. I do owe a lot fo him or helping me in life.
419,My leader has always had a loose leash on us. He lets us do our job as we see fit unless and until something goes wrong. He will then step in and guide us if we want it or need it. It is a great way of showing he respects our expertise and doesn't micromaage.
420,"My relationship is wth the general manager. Both she and I are new to our positions, so we scratch each others backs so to speak. She is there to help when I need her, which is good, because, the store is busy and sometimes I am in need of the extra experenced help."
421,My leader provide me with a large amount of coaching. We have a lot of continuing education and on the job training. My leader always makes a point to pull you to the side and let you know when you are doing a good job. My relationship with my leader is aout the same as other employees relationship with him.
422,"My relationship with my manager is awesome. I currently due for a promotion so she has been working hand and hand with me to get me 100% up to speed. She absolutely is amazing at being very thorough on all the certain tasks and processes I need to know upn my evaluation date. She maintains a perfect balance between work/outside of work relationships. She also treats people with the most upmost respect although I slightly see her favoring me to be honest, looks at me like a brother. She always has the answr to any of my questions I tend to ask."
423,"My director is a good person but a terrible leader. He clearly favors some in my department but not others. He has told me that he does not know how to talk to me. I have a co worker that is able to ""work from home"" because she does not get the same amoun of vacation time as the rest of the department. We all have 10 + years with the company, she has two."
424,"When I first started working here, my leader was the one who helped train me and get me up to speed. I was able to learn quickly because I was able to ask question and they were answered in a way that was helpful and he was patient with me as I learned th steps. The leader shows respect by listening to my concerns and not brushing them off. We all have the same relationship with our leader."
425,My current supervisor does not provide any support to my position.  He does not know my job nor does he know what I do in a day.  My supervisor shows respect for me by just leaving me to my job.  He does not interfere with what I am doing and does not tel me how to do my job. Two of my co workers have a much better relationship with my supervisor than I do.  They suck up to him and try to be his best friend.  That is not something I do.
426,"1) My leader provides a little coaching, but most of my coaching comes from other coworkers because I work in rehab and my manager is not the same type of clinician as me.  I get most of my coaching from more experienced rehab professionals in the same fild as me.

2) My manager shows that she respects me by asking about my life and my family and how I'm doing at work as well as praising me for the quality of my work.

3) My relationship with my manager is better than that of my coworkers.  One time she ylled at a coworker of mine, and their relationship has been changed since then."
427,my manager is always willing to help or coach me as well as point out my mistakes and show me how to correct them.she is very respectful and always is nice my relationship with her compared to others is there is more of a mutual respect for each other andmaybe a slight fondness on my side i respect what she has accomplished in her life both professionally and personally i can say she works very hard for both and and the success she has achieved has my respect and admiration! it makes my want to work more ntently for her
428,"my leader doesn't do much coaching, he expects us to already know the parameteres, he shows respect but that is about all, it is not just me he treats this way, he treats all my coworkers the same way. He is professional and courteous but not very helpfulon jobs."
429,"My leader is really helpful in professional aspects. He sends me for training programs and shares with me materials so that I can improve myself. Moreover, as I always complete my works well within schedule he gives me enough respect. My relationship withmy leader is ideal in my words."
430,"My relationship with my leader is mutually professional and respectful. My leader has provided me with the adequate training for me to do my job. My leader shows that they respect me by providing me with updates, as well as consults me regarding our progrss within our workplace. My leader has more of a casual and humorous relationship with my coworkers."
431,"I HAVE AN EXCELLENT RELATIONSHIP WITH MY LEADER. SHE HAS SHOWN SO MUCH PATIENCE AND HAS SHARED SO MUCH KNOWLEDGE WITH ME. I ADMIRE HER AND LOOK UP TO HER IN SO MANY AREAS OF LIFE, SHE REALL TOOK ME UNDER HER WING AND HAS SHAPED ME IN SO MANY DIFFERENT SKILS NECESSARY TO PERFORM MY JOB."
432,"I trust and respect my leader as he shows much care and affection towards me and behave friendly and supports me in tough ways, he provides many opportunities to improve my knowledge and his coaching is always best and produce capacity of thinking and givs me more project and guidance to do that and he behaves very politely if i did some mistakes and do not show anger towards me and changes me and apart from other co workers he supports me alot"
433,My leader does not provide much coaching at all since he is not aware of how to do my job. 
434,He give me a daily training about our company project                                                   
435,There are times when the manager is good with development of staff bit it is usually for their personal gain.
436,does or did the job i now do has set up the training for the company and has me do some of the training to get a better fell of what is required to be a leader in the field i work. treats everyone on the same playing field
437,"My leader gives us a great deal of coaching and development.  If we need further guidance or have to get further training, he is very good at getting it for us.  He shows us that he respects us by not talking down to or demeaning us.  We get praised and rcognized regularly.  

Everyone gets along with our leader pretty well.  Some of the older coworkers used to work with him before he was promoted and they all have a good relationship."
438,My boss is a very good boss. She keeps an open door policy. I can come in at any time to discuss anything. She is always willing to cross train me so that I can learn more than just my job so I have that knowledge and experience for the future too.
439,"My boss is an older lady, and I love to hear her stories about the past. When she shares those stories, I learn alot from her. She offers tips and suggestions, and I can use those in other areas of my life. She is wonderful to work for, and she pays me wel and always tells me how much she appreciates me and that makes me feel good. By her being so easy to work for, I really can't imagine doing anything else right now. She doesn't really have many friends or family around, so I feel lucky to have her in mylife. There are no other employees, just me."
440,He provides many training sessions. Usually once a week theses occur. He values my opion and seeks it out. He usually comes to me when he has a question about how something has gone in his absense. He leaves me in charge of certain tasks that he would norally do on his own.
441,"my relationship is a largely autonomous one where we discuss objectives and specific outcomes, with me responsible for achieving the desired metric improvements.  we have weekly coaching sessions that are two-way discussions of project goings on.  we get long better than the leader does with others, as I do not tolerate any underhanded or passive aggressive stuff, even from the leader."
442,My leader is a poor example of a leader.  He is insecure and does not know how to do the job.  The younger staff know how to do it better than he does.  He will blame other staff for his mistakes and refuses to take responsibility for his mistakes and thi is a detriment to moral.  He does not elicit any respect from any staff in the office.
443,The relationship is excellent. He provided me a mammoth training with all features He always call me SIR even though I am younger to him. Everything is good with fantastic features.  The overall relationship between us is cordial and it more over healthy ithout any hiccups. We love each other.
444,"i have somewhat better then a neutral relationship with my leader or supervisor. My supervisor coaches us when we need it. Our leader does show respect to us at all times, and if we do something wrong, he will talk to us politely of what we did wrong. My elationship with my leader does not really have a major effect with my co-workers. I show professionalism to my supervisor and co-workers in everything that I do. We respect each other on the job."
445,my manager provides me the way of handling production pressure by making it happen by presenting the report and ending up with no problem with our side and proving that there is some other reason for the loss . 
446,My leader provides me with excellent development tools. I have access to the tools and he personally teaches me the system since I am am taking his old spot. He show me that he respect me when I come to work and I am treated like a professional like the oher people. No biased behavior towards my gender or the fact that I am a manager and am the youngest person there. My relationship with my leader is different that my co workers because I talk to my co workers like they are my kids and my leader like he i my big bro.
447,"     The leader, or manager, at my job knows less than we do. He was hired out of college and seems scared to death to make a decision. Because he knows so little, he tries to be picky about stupid aspects of the job, like cleanliness, which just makes hi seem petty and useless. He constantly hounds us about safety but constantly forgets his hard hat."
448,"My leader is a supportive person that really wants me to accomplish many things, his coaching is very helpful when I need to solve some problems however sometimes I don't receive so much support. He respect me and shows it when he try to listen and when h try to help me solve my problems."
449,"No coaching or development is provided by my leader.  My leader does not show much respect, but is responsive if approached about problems or ideas.  My co-workers have pretty much the same relationship as I do with my leader, except for a few who try to stablish a closer relationship and seek special favors (which normally aren't given)."
450,My boss provides resources to further my job requirements. They also provide classes to help invest in my future with the company. She shows respect by truly listening to my needs. If there is any type of situation where we need reinforcements she is alwas there to show a united front.
451,My leader is the owner of a small company and over the years we have a pretty good understanding of my role.  I am allowed to make suggestions and choose how I handle my workload.  I am also consulted on procedure and research and development when those pojects come up.
452,I would have to say my immediate supervisor is highly dysfunctional and ineffective.Though he has been in this industry for many years he has yet to learn the necessary skills and demonstrates carelessness when attempting to complete tasks.His attitude ismostly condescending and language is vulgar and hostile.Though most of us work together as a cohesive this can not be said for the supervisor.He believes his only purpose is to motivate workers to perform faster using intimidation and threatening tactics.
453,"It is largely a hands off relationship. working as a licensed professional, I am largely left to my discretion in most matters. I think most of my office has the same sort of relationship as I have. My leader does not necessarily show respect or disrespec, can be hard to read."
454,"I would describe my working relationship with my leader as one of the best work relationships I have had. My leader provides all of the coaching needed to ensure I am able to perform my job properly. My leader is very honest and straightforward, he is alwys the first person to commend me as well as everyone on our team when we do a good job. He respects my input on ideas to grow our business and be a successful corporation."
455,I have a very good leader.  He is always there to support me and give me advice about my job. He provides a great deal of coaching when it is needed and gives me space and flexibility when I do not need help.  I feel like he has respect for everyone.
456,I am new to the firm. My manager doesn't mingle with me much. He mostly talks to me for his personal helps and assistance rather than for the firm. He works for himself rather than the firm. Hence I didn't get any help or advice from my manager. He just oders my senior co-workers to help me. He doesn't have much respect among my co-workers for this reason.
457,"My supervisor doesn't give much coaching. A lot of times I feel like he is condescending. If we do a good job, we usually don't hear it from him until the meetings. If we do something wrong, we usually feel terrible about it. I know a couple of my co-workrs feel the same way, that he isn't very approachable."
458,"My working relationship with my manager could be better. It's not entirely her fault, but she has to relay almost daily policy changes based on ever-changing technological bugs and other issues (I work customer service for a popular app, and communicationbetween my team and the dev team is dismal). I wish she would go to bat for us more often in terms of improving communication. She also insists on a lot of hand-holding, wanting to approve decisions that should be entrusted to us. This creates a lot of exra work for the team (like if I want to make an exception for a good customer and grant a refund one day after the official refund period is over, instead of just doing so, I have to message my manager and wait for her to okay it). My manager acts like sh's part of the team, and I do feel like she respects us. However, I feel like I don't get as many of the kinds of shifts I'd prefer, even after specifically bringing this issue up with her. If I'm lucky to be assigned one of my preferred shifts a week andothers are getting 3-4, that's unfair."
459,He is good at making speeches and telling us our goals but he is hardly ever there because of meetings and things. He is also not available a lot. We have to rely on crew leaders mostly for support. Everyone in the department basically has the same experince with him. He does listen to you and try's to answer your questions..
460,he is a good person who emphasizes on personal attention and tries his best to guide the people under him and he values our suggestions and opinions and implements them when he deems it fit.he is cordial with everyone and has almost the same type of relaton with every person and he strives to bring the best out of everyone.
461,"My manager is very trusting of me and respects my opinion. I can tell that he values my judgement and wants me to succeed. In order to establish this relationship, I show an eagerness to help him out with tasks and offer my expertise where I can. I treat im differently than my co-workers, most of which are my employees. I will defer to his judgement when we have differing opinions."
462,My leader will offer coaching and development on an as-needed basis when an issue arises.  He assumes that each employee under him knows what they're doing and the company protocols until someone comes to him with a question.  He is much closer to my cowokers than he is with me because there is a core of employees who have been here for several years.
463,"Good Leader brings Good Relationship, my leader is always guide me in a proper way to achieve my goals, and he motivated me to do the work in a proper way, also he educated me to know the clear knowledge about my work, he shared his experience as well to nderstand the work in a good maner"
464,Actually my leader gives coaching such that to some extent I dont perform much than him.he is an extrovert and speaks differently at different times.he is a leader to be considered.he behavces good with all except to his team members.he is afraid as if wewill overtake him by doing some things
465,"He takes time to clarify any doubts i put up.
my relation with him is as same as with everyone, he never show any special insterest even though i dedicate myself to him.  He generally guide me in my work and see that i work accordingly for achieving goals he just want to benefit for himself."
466,"My leader give hints about nature of work and seeks what is required to develop that particular skill for the assigned project, he will provide necessary sources when asked, i had very good understanding with my leadership because we interact more and hasa positive approach towards me because hardworking mentality and intellectual skills to do project effectively in recent & old project."
467,I have a good relationship with my leader.  We communicate daily and are open and honest with one another.  We share ideas and he is able to give me constructive criticism and then move on.  We are able to take things lightly and laugh but also get the jo done.  He is there when I need help or have a question.
468,he doesn't provide anyno coaching and development 
469,When work with any leader i always keep in mind about the goals of company.I always observe whether my leader taking necessary steps to reach to goals.Some times I try to  convey my opinion about out comes.So he gives due weightage  for my suggestions..I aintain good relations with my leader even there are slight differences.
470,"When I get feedback it is very positive, however it is rare. He answers questions promptly and professionally, but sometimes I feel like I'm talking to a robot. I don't know how other co-workers' relationships are with manager because we all work remotelyand never see each other. As a top producing employee I would appreciate more communication and possibly advancement opportunities."
471,"He is very willing to listen to everyone. I think he's a great leader and truly cares not just for me, but everyone around him. I can talk to him anytime I need and he always stop and take the time to listen to me, ask for my opinion and really let me be ree to do what I need to do to succeed. He is very kind to everyone, not just me and that really makes for a great environment overall."
472,Work relation with my leader is good. We don't have any personal ego. We understand the company and my team goal and working towards to the goal. My leader respects all the individual. My leader maintain the same relationship with all individual in my Tea. He gives a individual space to work with freedom.
473,The relationship with my manager is pretty good I always help him and in return he helps me which is a blessing as not everyone has that relationship with there manager. We never argue or have altercations and treat each other with much respect. I feel weare closer than many other managers and employees.
474,"My manager and I have a good working relationship. He keeps me informed of things I need to know from the upper levels of the company and I use that information to support him. He works well with everyone in our department, but has a special relationship ith me and my two co-managers."
475,"My manager is always making sure we have opportunities for self development, though it is easier, since we are working at a college. He does care though, and pays attention. He shows me respect by allowing me to get my work done, with a minimum of oversigt or management from him; he is trusting me and my skills. I think that my coworkers have a similar relationship with him, since I see the same general things happening with and between them."
476,"When it comes to them, they are always willing to teach at any given moment. If you want to learn to do something all you have to do is ask and they will guide you down the right path. They show respect and expect it back like any human out there. The reltionship is on the same plane as anyone who is a hard worker."
477,My manager does not provide coaching and development. It does not occur to him. He is always very busy and over-committed and doesn;t have time for anything else. He does not think in those terms. He thinks about meeting deadlines. He is constantly preoccpied with other things going on. My relationship with him is similar to other co-workers.
478,"My manager is very friendly and cooperative one, He knows who to get work from its workers. He takes welbeings of each and every worker all most every day. Discussing every point in details from the workers and instructions every body which is better for he company. He is very helpful in general and is a good manager."
479,"My leader provides some coaching and leadership, as it is a company wide directive.  He is respectful and a decent person, and is good to work with.  I get along well with him, but is about equal to everyone else.  He treats everyone fairly and expects th same in return."
480,"She is the best leader I've ever had. She's considerate, understanding, respectful kind and smart. Whenever anything is needed she addresses me personally. I respect her and think she is a pretty amazing woman and leader. She thinks of the small things an the large ones. She's always looking out for our welfare."
481,The leader that I have is willing to do what it takes to help you become the best you can be. If it is coaching then they will be there and help you along the way. If its lending am ear they will do the same. They practice my door is always open routine i order to help us out.
482,"My working relationship is very one sided. My leader does not mentor or assist me in any way. He does appreciate what I do since I, more often than not, do his job for him. He does not give me credit however to his superiors. I have had multiple reports fom others that he repeatedly takes credit for anything I do. He spends his time reading his forums and blogs instead of doing his job. My coworkers hate him even more than I do."
483,"1) My leader provides limited coaching and development. When this is needed, we are usually sent to different conferences. 2) My leader will praise my accomplishments when I achieve them and take my ideas into account. 3) My relationship with my superviso is similar to that of my other colleagues, though sometimes the people that have been with the organization longer seem to get special treatment."
484,"I would describe my working relationship with my leader as very effective. We have a weekly meeting where we go over my goals, my work, what's going on in general, and any questions I have. I've requested to implement several new processes and softwares, nd everything has been approved. My leader seeks my input when making decisions that will impact me, even if only tangentially."
485,"I see my leader very little. He is often too busy, and I have gone entire weeks without interacting with him. I am left to figure things out on my own. I receive very little coaching and development from my leader. My leader checks-in from time-to-time. M co-workers have a very similar relationship with my leader."
486,"1- My leader provides good coaching and development. He tells me when I need to improve something I am doing, and he also allows me to have professional development. 2- He shows his respect by complimenting the work I do and coming to me for particular taks 3- I think that our leader treats everyone the same. He tries to give us any benefit he can."
487,the leader who co working with me is very lovable .he is very helpful .he helping me lot of to improving my coding knowledge.he always showing respect towards me.leader and coworkers all are very helpful to me.very kind persons all of them are.when i havea doubt i can openly talk them to solve my coding problem.
488,She is professional and caring. She goes out of her way to coach me to tell me what I am doing right or wrong. She respects me by caring about my well being. She is pretty even with all of us. She is different with us based upon our personality.
489,"My leader does hold a coaching session with each of his employees every other week, he also holds team meetings every week.

My leader does show repspect but he is very stand offish and doesnt really interact with anyone unless he needs to be.

My relatioship i thinkcis no different thank any of my co workers, like i said my leader doesnt really have any kind of relationship but a working one."
490,Actually my leader won't give any language related coaching.. they will.motivate ourselves to learn things. 
491,"My leader is really invested in seeing her team succeed, so she spends a lot of time giving feedback and coaching her team during the workday. Feedback, praise, and coaching are immediate, so there is always a clear idea of where we stand as employees andwhether or not the company is pleased with the direction we are headed in. My leader makes sure to speak to us kindly and never in a humiliating way, even coaching or disciplinary actions are done with a positive spin in private so that the employee is no losing face in front of their coworkers. My leader is really effective in treating all of my coworkers and myself in the same way, never letting on which employees she meshes better with on a personal level."
492,"I am the main cook/manager at a college. My main boss leaves me to run the kitchen how I want to as long as I get everything done, and I always do. I hardly interact with him at all. Everything is on a schedule and that is how things are run. He just come in every once and a while and looks around and tells me I am doing a good job. Thats it."
493,She allows me to take any training that I might need.  She listens to me when I have a concern and allows me to brainstorm ideas.  All of my coworkers also get along and have respect for my leader.  She is kind and fair to myself and all of my coworkers.
494,"We have a reasonable working relationship, he does his best to communicate with me though when he is behind in his work or stressed he sometimes is lacking. He shows his respect by not micromanaging me. In comparison to the other employees our relationshi is probably better as far as trust because he knows he can count on me to keep up with all the policies and to enforce them."
495,My leader is not i[ to the level and he always used to find faults on our work despite he 
496,My relationship with my leader is a good one. He always is giving good input on how to improve work performance on the job. He is very polite and understanding of all the employees. He is very easy to get along with and does not hesitate to give complimens to someone who has performed well on the job.
497,"My manager sees his job as helping his direct reports to get what they need to do their job, and I like this approach. He is constantly asking if we need anything from him, and is honest and transparent with us about the work we're doing and why we're doig it. I think my teammates feel the same way."
498,My manager will give me moderate level coaching. He sometimes provide coaching for my development.
499,My boss respects us all by treating us with respect and being grateful for whatever we do for her. She never would tell us to do something she always asks politely and makes sure we have all the information we need to do the project.  In other words she teats us all like an equal and that we are part of her team.  She is wonderful to work for.
500,My leader at the beginning gave me a lot of coaching. She always was there to show me the ropes when I was confused. She taught me a quicker and more efficient way to get the work done that way I would not get overwhelmed. As far as respect goes she alway allows me to be a free thinker. She allows me to take things into my own hands and if I mess up she would never throw it in my face. She does this with all of my coworkers and not just I.
501,I have an ok working relationship.  She doesn't provide any coaching or development whatsoever.  She does respect me though.  She provides much more coaching and development to other coworkers. She expects me to work independently and create assignments o my own without assigning me anything.
502,my supervisor does not provide much coaching. he generally expects you to do as asked and gives assignments each day. people within the team are usually more helpful with training than my manager. my co-workers have the same relationship. we do not find te supervisor to be very knowledgeable.
503,My manager tells me ways that I can improve so that my boss is pleased.  She shows me respect by telling me how she appreciates my hard work.  My relationship compares to other coworkers relationships with her as in she always has an open door for us.
504,My leader provides no coaching and development. She has told me that I am on my own. My leader respects me be not micromanaging each job and trusting me to get it done on time. She disrespects me by overloading me with work and occasionally yelling at me.My co-workers and I seem to share the same relationship with my supervisor. Neither is more or less favored.
505,My leader knows that I am a self motivator. He know's I don't need much guidance or support unless I request it. My leader never second guess's me asks me my advice on issues and lets me make the call. I get along best with my boss.
506,"The relationship with my leader would be best describe as fractured. I work hard and put forth more effort than several other coworkers to include those above me in the pay scale. I only see my leader if I approach him about something or he needs somethin from me. He does show respect in the way that when I address a topic with him he takes my word with high regard, and does come to me for information as needed. He is very aloof with not only me but all my coworkers. we have had to report this lack of iniiative with us to higher management."
507,"He gives timely and objective feedback when it's needed. When something is done very well he recognises the efforts.He is good delegating work appropriately, taking into account the abilities of each employee.He consults on matters that affect staff and h mostly thinks of our well being. He gives reasons why certain actions should be taken."
508,My relationship with my leader is a good one. I believe that everyone should be able to do the things that they are supposed to do that makes them up to be an official part of the team. My Twitter is very good at delegating orders and finding solutions tosituational problems. I think this is what exemplifies him as a perfect candidate for the role.
509,"My boss is also my cousin, so we have a very close relation even outside of work. At work, it's quite great - He always recognizes the effort someone puts in and rewards it, him and his co-manager wife have personally trained me to do various tasks, even ther tasks that others may not do. I feel like I am the closest thing to a manager this place has, though I may be over-estimating my position. 

My boss always thanks me for my work, and always treats me right."
510,My company and my boss are very old school. They give assignments and expect results. Feedback is generally given once a year with a very minimal raise. Occasionally they will compliment work however great work is expected as the norm.Questions are ok as ong as you show that you understand.
511,A lot of coaching and development is provided to me and others as well. In fact too much and constant repetition. My leader is very kind and respectful to me and all my coworkers. She treats us all equally and nicely. I would not say that she favors one eployee over another or that any relationship with her is different.
512,My manger lets me determine the level of coaching and mentoring I need. She rarely approachs me with it but is available when I request it of makes time. She never re schedules. She gives me my privacy and lets me determine how to my job . She does not Pr and approaches respectfully of there is any issue. I think she has developed more friendly social relationships with others that have been here longer.
513,"My 'leader' provides me with nothing. He just uses his leadership position to say 'I'm a leader' but he actually leads nothing. No motivation, no respect, no recognition. Most of the times I feel like he's jealous of me. May be it has to do with the fact hat he's much older than me. The same goes with my other colleagues. He doesn't like to give credit to nobody!"
514,"My manager basically adopts a ""hands off"" policy with me unless he has a question about something.  He has asked for some favors in the past, and I have had to ask for some special exceptions too.  It is a good balance.  I feel like we have a good workingrelationship.  I can't speak for others, but I don't feel like a favorite, but I also don't feel like I'm being watched.  I appreciate having the autonomy to make decisions in my own department."
